"Account Number","Account Name","Cash Account Number","Cash Account Name","Sweep Vehicle Number","Sweep Vehicle Name","Account Group","Reporting Currency Code","Reporting Currency Name","Local Currency Code","Local Currency Name","Location Code","Location Name","Cash Reporting Date","Reference Number","Client Reference Number","Related Reference","Tax Code","Tax Code Description","Transaction Type Code","Transaction Type","Main Transaction Code","Sub Transaction Code","Detailed Transaction Type Name","Transaction Description 1","Transaction Description 2","Transaction Description 3","Transaction Description 4","Transaction Description 5","Transaction Description 6","Trade / Ex Date","Settle / Pay Date","Actual Settle Date","Record Date","Cash Post Date","Cash Value Date","Shares/Par","Local Price/Rate","Local Principal Amount","Local Income Amount","Gross Amount","Source Tax Withheld Amount","Bank Tax Withheld Amount","Opening Balance Local","Transaction Amount Local","Closing Balance Local","Opening Balance Reporting Equivalent","Transaction Amount Reporting Equivalent","Closing Balance Reporting Equivalent","Trading Broker Code","Trading Broker Name","Trading BIC Broker Code","Clearing Broker Code","Clearing Broker Name","Clearing BIC Broker Code","Security Short Description","Security Description 1","Security Description 2","Security  Description 3","Security Description 4","Security Description 5","Exchange Rate","CUSIP/CINS","TICKER","ISIN","SEDOL","VALOREN","SICOVAM","WPK","QUICK","Wire Reference Number","Begin Date","End Date","Report Run Date","Report Run Time","Current Factor","Previous Factor","Amortized Units","Event ID","Flat Tax %","Flat Tax Amount","Solidarity %","Solidarity Amount","Flat Tax Currency","Account - GSP","Extended Account","Opening STIF Balance","STIF Transaction Amount","Closing STIF Balance","Create Date","Last Updated","Contractual Indicator Code","Settlement Policy","CID","IAS Account Number","IAS Account Name","IAS Consolidated Account Number","IAS Consolidated Account Name","GFC Indicator","Issue Currency Code","Accrual Currency Code","Asset Category"
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/02/2025","P25082920074-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508281135804","SEDOL #: 6161978  ISIN #: AU000000MGR9  PSS #: 2508281135804","DESC : MIRVAC GRO STAPLED SEC DIV SRC RATE:     0.0023940000","EX DT: 25JUN27  RECORD DT: 25JUN30  PAY DT: 25AUG28","CCY: AUD  GRSS: 161.7900           WTH: 17.0800","FX CONFIRM:P250829-20074 FXRT:0.6535576300  FXVD: 02SEP25 M","08/29/2025","09/02/2025","","","","","94.5800","0.6535576000","","","","","","23,744.09","(144.71)","20,974.13","15,540.51","(94.71)","13,727.57","300000154","PSS FOR FX 1","","300000154","PSS FOR FX 1","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 11.04.13","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/02/2025","P25082920075-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508281135488","SEDOL #: 6161978  ISIN #: AU000000MGR9  PSS #: 2508281135488","DESC : MIRVAC GRO STAPLED SEC DIV SRC RATE:     0.0249410000","EX DT: 25JUN27  RECORD DT: 25JUN30  PAY DT: 25AUG28","CCY: AUD  GRSS: 1,685.5100         WTH: 252.8300","FX CONFIRM:P250829-20075 FXRT:0.6535576300  FXVD: 02SEP25 M","08/29/2025","09/02/2025","","","","","936.3400","0.6535576000","","","","","","23,744.09","(1,432.68)","20,974.13","15,540.51","(937.69)","13,727.57","300000154","PSS FOR FX 1","","300000154","PSS FOR FX 1","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 11.04.13","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25082915333-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508271101440","SEDOL #: BLZH0Z7  ISIN #: AU000000SCG8  EVENT ID: 1568796710","DESC : SCENTRE GROUP STAPLED  DIV SRC RATE:     0.0002894000","EX DT: 25AUG14  RECORD DT: 25AUG15  PAY DT: 25AUG29","CCY: AUD  GRSS: 26.5600            WTH: 2.6600","FX CONFIRM:P250829-15333 FXRT:0.6522658100  FXVD: 03SEP25 M","08/29/2025","09/03/2025","","","","","15.5900","0.6522658000","","","","","","20,974.13","(23.90)","0.63","13,727.57","(15.64)","0.41","300000155","PSS FOR FX 2","","300000155","PSS FOR FX 2","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 08.25.27","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25090112460-05","NONREF","","","","FX","FOREIGN EXCHANGE","D","368","NY-EXECUTED FX - DR","CCY SOLD  :USD     AMT SOLD  :                0.37","EXCH RATE :        0.65500676000 THEIRS   TRADE DT  :01SEP25","CUST REF  :C=311394738400 DREL REF: P25090112460NYCP","BROKER    :PSS FOR FX 2","","FXVD: 03SEP25","","09/03/2025","","","","","","","","","","","","20,974.13","(0.57)","0.63","13,727.57","(0.37)","0.41","","","","","","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","","","0.00","0.00","0.00","09/01/2025","09/01/2025 08.02.15","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25090112454-05","NONREF","","","","FX","FOREIGN EXCHANGE","D","368","NY-EXECUTED FX - DR","CCY SOLD  :USD     AMT SOLD  :            1,027.56","EXCH RATE :        0.65495679000 THEIRS   TRADE DT  :01SEP25","CUST REF  :C=311394738400 DREL REF: P25090112454NYCP","BROKER    :PSS FOR FX 2","","FXVD: 03SEP25","","09/03/2025","","","","","","","","","","","","20,974.13","(1,568.90)","0.63","13,727.57","(1,026.85)","0.41","","","","","","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","","","0.00","0.00","0.00","09/01/2025","09/01/2025 08.02.15","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25090112452-05","NONREF","","","","FX","FOREIGN EXCHANGE","D","368","NY-EXECUTED FX - DR","CCY SOLD  :USD     AMT SOLD  :              310.65","EXCH RATE :        0.65495679000 THEIRS   TRADE DT  :01SEP25","CUST REF  :C=311394738400 DREL REF: P25090112452NYCP","BROKER    :PSS FOR FX 2","","FXVD: 03SEP25","","09/03/2025","","","","","","","","","","","","20,974.13","(474.31)","0.63","13,727.57","(310.44)","0.41","","","","","","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","","","0.00","0.00","0.00","09/01/2025","09/01/2025 08.02.15","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25082915308-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508131236313","SEDOL #: BLZH0Z7  ISIN #: AU000000SCG8  EVENT ID: 1568796710","DESC : SCENTRE GROUP STAPLED  DIV SRC RATE:     0.0756443500","EX DT: 25AUG14  RECORD DT: 25AUG15  PAY DT: 25AUG29","CCY: AUD  GRSS: 6,942.6400         WTH: 1,041.4000","FX CONFIRM:P250829-15308 FXRT:0.6522658100  FXVD: 03SEP25 M","08/29/2025","09/03/2025","","","","","3,849.1800","0.6522658000","","","","","","20,974.13","(5,901.24)","0.63","13,727.57","(3,862.36)","0.41","300000155","PSS FOR FX 2","","300000155","PSS FOR FX 2","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 08.24.13","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25082915332-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508271101439","SEDOL #: BLZH0Z7  ISIN #: AU000000SCG8  EVENT ID: 1568796710","DESC : SCENTRE GROUP STAPLED  DIV SRC RATE:     0.0122162500","EX DT: 25AUG14  RECORD DT: 25AUG15  PAY DT: 25AUG29","CCY: AUD  GRSS: 1,121.2100         WTH: 0.0000","FX CONFIRM:P250829-15332 FXRT:0.6522658100  FXVD: 03SEP25 M","08/29/2025","09/03/2025","","","","","731.3300","0.6522658000","","","","","","20,974.13","(1,121.21)","0.63","13,727.57","(733.83)","0.41","300000155","PSS FOR FX 2","","300000155","PSS FOR FX 2","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 08.24.19","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25082914593-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2507241179117","SEDOL #: 6850856  ISIN #: AU000000SGP0  PSS #: 2507241179117","DESC : STOCKLAND NPV (STAPLED DIV SRC RATE:     0.1266421400","EX DT: 25JUN27  RECORD DT: 25JUN30  PAY DT: 25AUG29","CCY: AUD  GRSS: 5,230.5700         WTH: 784.5900","FX CONFIRM:P250829-14593 FXRT:0.6520159600  FXVD: 03SEP25 M","08/29/2025","09/03/2025","","","","","2,898.8500","0.6520159000","","","","","","20,974.13","(4,445.98)","0.63","13,727.57","(2,909.89)","0.41","300000155","PSS FOR FX 2","","300000155","PSS FOR FX 2","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 08.14.23","","","5829291047","","","","","","","",""
"139473","NYLI CANDRIAM ESG INTL EQUITY ETF","1394730360","NYLI CANDRIAM ESG INTL EQUITY ETF","","","","USD","UNITED STATES DOLLAR","AUD","AUSTRALIAN DOLLAR","11","BRU","09/03/2025","P25082914600-05","C=311394738400 D","","","","FX","FOREIGN EXCHANGE","D","368","Sell Spot Foreign Exchange- BNY SI","PSS2508261129778","SEDOL #: 6850856  ISIN #: AU000000SGP0  EVENT ID: 1566353254","DESC : STOCKLAND NPV (STAPLED DIV SRC RATE:     0.0451994100","EX DT: 25JUN27  RECORD DT: 25JUN30  PAY DT: 25AUG29","CCY: AUD  GRSS: 1,866.8300         WTH: 186.6800","FX CONFIRM:P250829-14600 FXRT:0.6520659300  FXVD: 03SEP25 M","08/29/2025","09/03/2025","","","","","1,095.5700","0.6520659000","","","","","","20,974.13","(1,680.15)","0.63","13,727.57","(1,099.66)","0.41","300000155","PSS FOR FX 2","","300000155","PSS FOR FX 2","","","","","","","","0.6545000000","","","","","","","","","","09/01/2025","09/15/2025","09/01/2025","08:02:50 AM EDT (GMT -4:00)","","","","","","","","","","139473","000000139473","0.00","0.00","0.00","08/29/2025","08/29/2025 08.14.23","","","5829291047","","","","","","","",""
