,BookYield,SalesYield,CashYield,EarningsYield,FCFYield,OCFYield,MediumMomentum,Reversal,RND,ROE,ROA,LongTermGrowth,ShortTermGrowth,ShareBuyBack,DividendYield,LongTermInvestment,EarningsQuality,FinancialLeverage,CurrentRatio,ResidualRisk,Beta,Liquidity,Size,Household & Personal Products,"Agricultural, Timber, Packaging & Building Materials",Media,Commercial & Professional Services,Healthcare Equipment & Services,Chemicals,Insurance,Consumer Durables & Apparel,Banks,Energy Equipment & Services,"Food, Beverage & Tobacco",Software & Services,Utilities,"Pharmaceuticals, Biotechnology & Life Sciences",Retailing,REIT,Health Insurance & Managed Care,Metals & Mining,Capital Markets,Real Estate Services,Capital Goods,Internet Retail & Consumer Electronics,Transportation,Consumer Services,Automobiles & Auto Components,Diversified Financials,Oil & Gas E&P,Telecom Services,Semiconductors & Semiconductor Equipment,"Oil, Gas & Consumable Fuels",Technology Hardware & Equipment,Food & Staple Retailing
ROA,4.183757084658441e-05,7.484048116112344e-06,3.083747094633705e-05,-0.00012474973039647354,-7.015644199390574e-06,-6.27057242445189e-05,5.888689013723907e-05,-8.27103973194167e-05,6.521107324416525e-05,-5.6233549883941056e-05,0.000227228857590004,-1.8466720778406684e-06,5.3739747208724346e-05,-2.1097074081320307e-05,-5.515108822730581e-05,6.943175389911694e-06,-3.4770548267443645e-06,5.6897502486638854e-05,-2.5530435489370688e-05,-0.00012914544017121057,-0.00043407774389885706,-1.6457012746329855e-05,-2.4565707352551454e-05,-0.00104387204834007,-0.00123500970294553,-0.0010208144131109717,-0.001043237464851428,-0.001314025532730215,-0.0014236264654642864,-0.0010253161061508165,-0.0013195477070096866,-0.001745840582120141,-0.001967155587227002,-0.0009007869499425401,-0.0008850888914853888,-0.0010101836048469796,-0.0010472798992936434,-0.0010870210572122233,-0.0011294659888929299,-0.0005899468793050431,-0.0015439903770113582,-0.0016588576732395435,-0.0014563076974439127,-0.0012721123930648634,-0.0010473348766896439,-0.0015133923352257973,-0.0011301801147280777,-0.0011742151650786495,-0.0013638854936189396,-0.0019066761214575412,-0.00042758560273891365,-0.0007897876885401213,-0.0014738557282292812,-0.0008214999457882679,-0.0008606341663585947
LongTermGrowth,-3.6174571697304016e-05,1.5649558877334177e-05,2.930385205691398e-05,-4.833700025210504e-05,7.0737456724754136e-06,-1.0912928145676467e-05,3.319872279965293e-05,3.5461619308482316e-05,2.3302559999751907e-05,5.109612108079872e-06,-1.8466720778406684e-06,0.00013713930012201038,-2.5289550381460955e-05,2.921328903737124e-06,-9.087090773435666e-06,4.051163078145676e-06,-4.862331917184331e-07,-1.324820425653016e-05,-1.905014279614895e-05,2.064457224192191e-05,0.00012732951507833342,-2.7952840037362885e-05,-1.5390505338436725e-05,0.00013980812389335646,9.869630223480339e-05,0.0004215197701362015,0.00029420821498251704,0.0002792055295817706,0.00023779561761853925,0.0001469305038723495,0.00024897169780293074,0.00013180927436637045,-8.52559103980261e-06,8.502884996247498e-05,0.0005448111482165835,2.1287153801566492e-07,9.746353179367974e-05,0.00018156318888297999,0.00018760503492690534,0.0001321855569246105,-4.39633275130136e-05,0.0002384046084706784,0.0001685138432509636,0.00019019778237870012,0.0005455217230969441,0.0003030694694924217,0.00029828574811392375,-7.391418334665994e-06,0.00021636398348210325,0.00015873400175358404,0.0003109934694288731,0.00029461871122071147,0.00015581252281322337,0.0003919397394916612,9.354521258145617e-05
ShortTermGrowth,8.276536877890459e-06,-4.699935398980628e-06,-2.779983517636069e-05,-0.0001160164880529387,-4.945772662171189e-07,-5.169305317115186e-05,0.0002527180032921091,-9.764068966429039e-05,4.434908956727716e-05,-1.933370522013525e-06,5.3739747208724346e-05,-2.5289550381460955e-05,0.0002333749703753753,-2.5958400987677874e-05,-0.00010294842303171548,1.5091368016814041e-05,-3.683538513276996e-05,1.834219096213885e-05,-7.616886104076202e-06,-8.41003035117813e-05,-0.0001800450658989175,3.241626990161359e-05,-9.385777093674771e-05,-0.0012091199219296288,-0.0014154286958704347,-0.0008228744988952496,-0.0009335433899452338,-0.0011782891479552942,-0.0018544017182828402,-0.0005844515322605831,-0.0015314367034132575,-0.001315818611874295,-0.0018587160788191563,-0.000854750297326275,-0.0006289802360327934,-0.0004969142108054629,-0.001073747459206043,-0.001207784544753503,-0.0010104478019016096,-0.00040978188069666865,-0.0011962660995840063,-0.0011698705593487296,-0.001557978501457129,-0.0009187818861887743,-0.0009885125367482372,-0.0015433536808991664,-0.00095186890016918,-0.001359267852811602,-0.0011150904318972005,-0.001319516452655571,-0.0005605837287699924,-0.001133627344303667,-0.0008206440772429257,-0.0005842267387950625,-0.000825045309664301
ShareBuyBack,3.8091013862691064e-06,3.4428873022216224e-06,2.899980354742362e-05,2.9190641797290914e-05,1.003003927551531e-07,1.6545953230452805e-05,-3.71428471671201e-05,4.171023333832687e-05,-2.524648126895884e-05,-1.1696567807895741e-05,-2.1097074081320307e-05,2.921328903737124e-06,-2.5958400987677874e-05,0.00010187188513131608,2.9107735205038502e-05,7.6000129200364075e-06,5.4665823783758934e-06,1.6004561005681296e-05,-2.3531808006684987e-06,4.102473235596729e-06,2.3077713303752466e-05,-1.733761891468038e-05,2.0787659217576796e-05,0.00044868893538438473,0.0004870911825997871,0.0004044510395477639,0.00045957711546202733,0.0004184498092203751,0.0005688736651268759,0.0004895064493633587,0.000543276371411654,0.0006503598749486132,0.0008260647377865563,0.00027771157377909735,0.0003334288089156369,0.00020137892400316843,0.0003206976820919071,0.0005101439147704682,0.0003962331239641838,0.00027422601107375674,0.00039938662156313213,0.0005550385396468665,0.0006238336638618967,0.0003988349226645886,0.00042066871334057174,0.0006105458159300398,0.0004814394695091064,0.0005011568486599535,0.0005197055926432473,0.0007744778571329993,0.0003813551984682563,0.0002824703077107956,0.0005629984916103288,0.00028395319840970466,0.0003294534837611633
DividendYield,-1.6010625321577265e-05,-1.4856975841117608e-05,6.520433347114815e-05,0.0001074917120172098,-8.641917832117565e-06,8.671508184034656e-05,-0.0002759326895247003,6.715314211793503e-05,-4.920303899562744e-05,9.498343118144285e-06,-5.515108822730581e-05,-9.087090773435666e-06,-0.00010294842303171548,2.9107735205038502e-05,0.0002570934381913222,-1.1443455158485523e-06,2.5328591869167492e-05,-2.022912125185649e-05,1.070135391916242e-05,5.221461030801527e-05,-9.950720303823523e-05,-2.8576708978761318e-05,5.83991437976485e-05,0.0010001810367805191,0.000697784098995389,0.0001974337572885461,0.0002668586683480212,0.0004852906344527521,0.0010686119822612466,0.00011708714682105496,0.0006897053670515955,0.0005367866442214669,0.0017635024610206718,0.0004566453489444059,-5.734138659329757e-06,0.00025816717511975204,0.0005215556616454671,0.0006035893705940486,0.0007376491761869956,-0.00011658513724369726,0.00043657732557119273,0.00033248411092372195,0.0013233317502227425,0.00020904166765799438,0.0003124619208081095,0.0007366264041966126,0.000309242644169505,0.0006918436546855377,0.0004578148290041872,0.0010559805468367013,8.467287125296694e-06,0.000105684344637189,0.0005829895802497303,-0.00020004965235362784,0.00031875811674280177
LongTermInvestment,2.1184909912798654e-06,-1.9172998509822465e-05,2.20617342964192e-05,-9.294615095674938e-06,-0.00012413260415511233,0.00013608700650150573,3.1886988795383076e-05,3.584746895174929e-05,-6.688162024312351e-06,-1.1771580136958886e-05,6.943175389911694e-06,4.051163078145676e-06,1.5091368016814041e-05,7.6000129200364075e-06,-1.1443455158485523e-06,0.00011966765890411235,-1.8840111482204387e-06,1.2369050357157378e-05,8.590183798391547e-07,2.5439372718555563e-06,-2.002234047864563e-05,-7.033969938554635e-06,-2.5750294996838158e-05,4.886860337324317e-05,-1.2869657439177071e-05,0.0001668268608607881,4.4957087842873976e-05,1.359835190639328e-06,0.0001125240516454618,0.00022676908908436828,-7.211995975884768e-05,6.064889628422878e-05,0.00018068085004524812,5.08053219689362e-07,7.641929042485623e-05,0.0002536152251659309,7.89396589442503e-05,-8.21876594799134e-05,0.00014126237306918182,5.836324965068533e-05,0.00013372247276844607,0.00013099490711703286,0.0002441656004820093,0.00013620001861592814,2.9562056643724236e-05,-1.0244465573375256e-05,-1.0482494756503262e-05,-0.00011128573852342913,0.00014524316925011894,0.00032567296591941004,0.00015906008081764033,-4.990203593026752e-05,0.00030125560575119253,0.00013423330102025534,-6.221836987783486e-05
EarningsQuality,-3.0346949884144083e-06,-5.614893177182607e-06,2.7292315894928897e-05,2.127382169363864e-05,2.7106728285462785e-06,1.577370169834467e-05,-2.090640203622058e-05,2.1096384193703377e-05,1.5331974301197522e-06,2.2352692778567385e-06,-3.4770548267443645e-06,-4.862331917184331e-07,-3.683538513276996e-05,5.4665823783758934e-06,2.5328591869167492e-05,-1.8840111482204387e-06,7.282180114075864e-05,-6.6949238290744025e-06,1.718291554856387e-05,5.256696574345779e-05,4.932678193841104e-05,-1.2385233531592426e-06,2.5078447498227164e-05,0.0003225717830947329,0.00042862590056180836,0.0003335935828437766,0.00036433939422721986,0.00033686724186762513,0.0005716226532602593,0.00030284795301875226,0.0004732237229691369,0.0003678744093962725,0.00040183397139114107,0.00024895655822247843,0.00029416166264481026,0.0002622346421847429,0.0003372587293048452,0.0004541098678604159,0.00041750653899689583,0.00025800819563067117,0.00043429062597932457,0.000389407650438864,0.00043358344568974295,0.00035306300660524514,0.0003116944834202401,0.0004137254446979056,0.00038000387764998867,0.00038425786633458376,0.0003746400493448229,0.0003448969266702267,0.0003077495207088559,0.0004631725447960589,0.0003124129725972508,0.0003138177689188256,0.00035700030290882205
FinancialLeverage,4.402825882784092e-05,-3.962542357294653e-05,-9.226529040455405e-06,2.706862539911746e-06,-1.3673197890735678e-05,1.3144179536691966e-05,4.5545855911502086e-05,-3.709134161342435e-05,1.5177391534290304e-06,-8.051889116555997e-05,5.6897502486638854e-05,-1.324820425653016e-05,1.834219096213885e-05,1.6004561005681296e-05,-2.022912125185649e-05,1.2369050357157378e-05,-6.6949238290744025e-06,0.00012312241991412575,2.8575600714951023e-06,-4.829120055715876e-05,-0.0001778654908923403,-1.9312999486381677e-05,3.089821389509042e-05,-0.00036643890887482747,-0.0002780021349076925,-0.00025487335902800825,-0.00021913767024813694,-0.0004188649407583839,-0.0003344584236002499,0.00013985710072956237,-0.00040405022523553154,-2.436919370641526e-05,-0.0002020328260902426,-0.0002187253551234808,-0.00027448581797529425,-7.593711333583172e-05,-0.00021142167554067434,-0.00038561581932729244,-0.00020210865639177066,9.43567583887665e-05,-0.0003915959642170981,-0.0001912471458043958,-0.00015630955933378684,-0.00019341003521291492,-0.00031062064804221646,-0.0003559136152449032,-0.0002455095216275586,-0.00016421251175032813,-0.00015455810708448538,-0.00012322851153755306,6.545272725766972e-05,-0.0003831642928653697,-1.4955476346489295e-05,-0.0002690590140929504,-0.0001840389255439309
CurrentRatio,5.991826515279909e-06,1.0016948661576797e-06,-5.455184906796618e-05,4.817223688075703e-05,-2.3510967847274676e-05,3.689179776294754e-05,-1.3231059930461285e-05,1.768071997154289e-05,-9.847166290530065e-06,3.777365097014261e-06,-2.5530435489370688e-05,-1.905014279614895e-05,-7.616886104076202e-06,-2.3531808006684987e-06,1.070135391916242e-05,8.590183798391547e-07,1.718291554856387e-05,2.8575600714951023e-06,0.00016679282513896,4.096813177952605e-05,0.0001721607154280956,1.817355324720555e-05,-1.2004436845277288e-05,4.206702130126018e-05,0.00021306822582533373,0.00022685663134578313,1.981458753156517e-05,0.00024300205686829192,0.0003087568522760455,-1.4001371394212154e-05,0.00021581372182917063,0.00025339793208222546,0.0003791436170726146,0.00015714036992485193,0.0001772871309371454,7.905617656564726e-05,0.00018075498812855596,0.00023133205364307246,5.566410755914162e-05,0.00022974250162436716,0.00028953281251885055,0.00027752636534341947,0.00023739314690057988,0.0003036141785369555,0.00026431189399317645,0.0003931964718697006,0.00024195081182115826,0.00033168072565916817,0.00025978757480433356,0.00042971582174554146,7.543924896863577e-05,0.00040613359921607973,0.000339702719252882,0.00027340204470184114,0.0001409523620254775
ResidualRisk,-1.3365884442961097e-05,3.069347293695614e-05,3.4816901602559064e-05,0.00018488648213273274,4.3574707780145e-05,-1.180153301844242e-05,-5.458575960265684e-05,0.00018689748760362238,8.263063928682339e-06,4.015673461412674e-05,-0.00012914544017121057,2.064457224192191e-05,-8.41003035117813e-05,4.102473235596729e-06,5.221461030801527e-05,2.5439372718555563e-06,5.256696574345779e-05,-4.829120055715876e-05,4.096813177952605e-05,0.0009150210808125655,0.0011116472164027168,-9.787489070499474e-06,-6.978208398400198e-05,0.0027627557400099105,0.003779188871688076,0.003407274362498956,0.003220830133713773,0.003551857445416459,0.004213379789367957,0.002551696031792732,0.003636710059295985,0.0036617026986988555,0.004302645140951893,0.0024545658945424307,0.0033782706324080765,0.002660146247108566,0.002906943682703117,0.0031178692859167045,0.0030785549966199656,0.002121373751839178,0.004149753431692028,0.004149625036025056,0.0038819070319360276,0.003532872858880338,0.0038323862682616053,0.0037289283842874728,0.0033686287575487596,0.003338475624571602,0.00362786023425882,0.004250740509659092,0.0021469254099189448,0.003730432675256624,0.0038357328851296715,0.0035936228001445347,0.002718448048851587
Beta,-0.00011901688835481209,0.00017574675109799937,-4.985774716605064e-05,0.0004869097511321792,2.1127319743855588e-05,-9.127822152056849e-05,0.00021253664040967257,0.0005048294043036537,-0.00011877264829105713,0.00016935717962112315,-0.00043407774389885706,0.00012732951507833342,-0.0001800450658989175,2.3077713303752466e-05,-9.950720303823523e-05,-2.002234047864563e-05,4.932678193841104e-05,-0.0001778654908923403,0.0001721607154280956,0.0011116472164027168,0.005274355017343581,4.75198803719063e-05,-6.296009821296302e-05,0.007808824913540273,0.009675621294222225,0.009860937489897595,0.00986249268743474,0.010512134378167157,0.01081511323337903,0.008098179059114072,0.01057896255414842,0.01292831984066285,0.011643332616535588,0.007579563757590712,0.009978818112907744,0.007907878163652996,0.007662003511096851,0.008810255534032318,0.00793492862638515,0.00647435990355756,0.011429646381812575,0.013000982817075044,0.009594341600950877,0.010957162066453297,0.010462662475358127,0.011771917019963512,0.010126173003207601,0.008814932991909705,0.011014795280368481,0.012531195836736807,0.006734768778585938,0.011685934369539125,0.01128686347849583,0.011243929730259887,0.006967148168957733
